 --------------------------------------------------------------------------------------------------------------------------------------- 
|   Log file for  'avsnr'. This file is generated during first encoding session, new sessions will be appended                           |
 --------------------------------------------------------------------------------------------------------------------------------------- 
|SNR a0|SNR a1|SNR a2|SNR a3|Bit a0|Bit a1|Bit a2|Bit a3|SNR b0|SNR b1|SNR b2|SNR b3|Bit b0|Bit b1|Bit b2|Bit b3|   Mode      | Output  |
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.29| 38.59| 41.74| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|   -0.66 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.30| 38.63| 41.76| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  | 0.069 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.30| 38.63| 41.76| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|   -1.02 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.30| 38.65| 41.76| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  | 0.077 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.30| 38.65| 41.76| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|   -1.15 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.30| 38.65| 41.76| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  | 0.077 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.30| 38.65| 41.76| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|   -1.15 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.30| 38.65| 41.76| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  | 0.077 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.30| 38.65| 41.76| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|   -1.15 %|
| 33.16| 36.41| 39.81| 42.80|1945.00|3456.00|5808.00|9189.00| 33.28| 36.53| 39.83| 42.80|1946.00|3457.00|5809.00|9190.00|  DSNR mode  | 0.073 dB|
| 33.16| 36.41| 39.81| 42.80|1945.00|3456.00|5808.00|9189.00| 33.28| 36.53| 39.83| 42.80|1946.00|3457.00|5809.00|9190.00| Percent mode|   -1.14 %|
| 30.07| 33.26| 37.14| 41.51|3059.00|6616.00|12428.00|20050.00| 30.09| 33.28| 37.14| 41.51|3060.00|6617.00|12429.00|20051.00|  DSNR mode  | 0.012 dB|
| 30.07| 33.26| 37.14| 41.51|3059.00|6616.00|12428.00|20050.00| 30.09| 33.28| 37.14| 41.51|3060.00|6617.00|12429.00|20051.00| Percent mode|   -0.17 %|
| 31.69| 34.92| 38.38| 42.30|3151.00|5389.00|9001.00|14650.00| 31.75| 34.98| 38.38| 42.30|3152.00|5390.00|9002.00|14651.00|  DSNR mode  | 0.031 dB|
| 31.69| 34.92| 38.38| 42.30|3151.00|5389.00|9001.00|14650.00| 31.75| 34.98| 38.38| 42.30|3152.00|5390.00|9002.00|14651.00| Percent mode|   -0.41 %|
| 32.92| 35.78| 38.97| 42.46|1710.00|3171.00|5943.00|10679.00| 33.06| 35.90| 39.06| 42.46|1712.00|3172.00|5944.00|10680.00|  DSNR mode  | 0.095 dB|
| 32.92| 35.78| 38.97| 42.46|1710.00|3171.00|5943.00|10679.00| 33.06| 35.90| 39.06| 42.46|1712.00|3172.00|5944.00|10680.00| Percent mode|   -1.84 %|
| 33.56| 36.79| 39.59| 42.54|2283.00|3580.00|5531.00|9301.00| 33.68| 36.89| 39.59| 42.54|2284.00|3581.00|5532.00|9302.00|  DSNR mode  | 0.046 dB|
| 33.56| 36.79| 39.59| 42.54|2283.00|3580.00|5531.00|9301.00| 33.68| 36.89| 39.59| 42.54|2284.00|3581.00|5532.00|9302.00| Percent mode|   -0.77 %|
| 28.44| 32.68| 37.14| 41.71|9139.00|14697.00|21643.00|29730.00| 28.56| 32.78| 37.16| 41.71|9141.00|14698.00|21644.00|29731.00|  DSNR mode  | 0.070 dB|
| 28.44| 32.68| 37.14| 41.71|9139.00|14697.00|21643.00|29730.00| 28.56| 32.78| 37.16| 41.71|9141.00|14698.00|21644.00|29731.00| Percent mode|   -0.59 %|
| 34.51| 37.61| 40.84| 44.11|1200.00|2273.00|4073.00|6868.00| 34.59| 37.69| 40.88| 44.11|1201.00|2274.00|4074.00|6869.00|  DSNR mode  | 0.056 dB|
| 34.51| 37.61| 40.84| 44.11|1200.00|2273.00|4073.00|6868.00| 34.59| 37.69| 40.88| 44.11|1201.00|2274.00|4074.00|6869.00| Percent mode|   -1.00 %|
| 33.02| 36.55| 40.14| 43.63|2716.00|4348.00|6740.00|10098.00| 33.18| 36.72| 40.23| 43.63|2718.00|4349.00|6741.00|10099.00|  DSNR mode  | 0.120 dB|
| 33.02| 36.55| 40.14| 43.63|2716.00|4348.00|6740.00|10098.00| 33.18| 36.72| 40.23| 43.63|2718.00|4349.00|6741.00|10099.00| Percent mode|   -1.47 %|
| 31.16| 34.02| 37.44| 41.63|2283.00|4843.00|9524.00|17012.00| 31.21| 34.08| 37.45| 41.63|2284.00|4844.00|9525.00|17013.00|  DSNR mode  | 0.036 dB|
| 31.16| 34.02| 37.44| 41.63|2283.00|4843.00|9524.00|17012.00| 31.21| 34.08| 37.45| 41.63|2284.00|4844.00|9525.00|17013.00| Percent mode|   -0.60 %|
| 29.27| 33.19| 37.41| 41.81|5779.00|10346.00|16567.00|24202.00| 29.33| 33.26| 37.42| 41.81|5780.00|10347.00|16568.00|24203.00|  DSNR mode  | 0.045 dB|
| 29.27| 33.19| 37.41| 41.81|5779.00|10346.00|16567.00|24202.00| 29.33| 33.26| 37.42| 41.81|5780.00|10347.00|16568.00|24203.00| Percent mode|   -0.46 %|
| 30.13| 33.52| 37.46| 41.69|3090.00|6648.00|12031.00|18991.00| 30.16| 33.57| 37.46| 41.69|3091.00|6649.00|12032.00|18992.00|  DSNR mode  | 0.030 dB|
| 30.13| 33.52| 37.46| 41.69|3090.00|6648.00|12031.00|18991.00| 30.16| 33.57| 37.46| 41.69|3091.00|6649.00|12032.00|18992.00| Percent mode|   -0.37 %|
| 29.53| 33.20| 37.10| 41.32|115372.00|201860.00|320913.00|480330.00| 29.59| 33.30| 37.12| 41.32|115373.00|201861.00|320914.00|480331.00|  DSNR mode  | 0.060 dB|
| 29.53| 33.20| 37.10| 41.32|115372.00|201860.00|320913.00|480330.00| 29.59| 33.30| 37.12| 41.32|115373.00|201861.00|320914.00|480331.00| Percent mode|   -0.66 %|
| 32.63| 36.04| 39.37| 42.73|54123.00|93319.00|149932.00|237712.00| 32.70| 36.11| 39.38| 42.73|54124.00|93320.00|149933.00|237713.00|  DSNR mode  | 0.042 dB|
| 32.63| 36.04| 39.37| 42.73|54123.00|93319.00|149932.00|237712.00| 32.70| 36.11| 39.38| 42.73|54124.00|93320.00|149933.00|237713.00| Percent mode|   -0.60 %|
| 34.18| 36.55| 39.07| 41.95|18196.00|41273.00|84917.00|172297.00| 34.19| 36.55| 39.07| 41.95|18197.00|41274.00|84918.00|172298.00|  DSNR mode  | 0.001 dB|
| 34.18| 36.55| 39.07| 41.95|18196.00|41273.00|84917.00|172297.00| 34.19| 36.55| 39.07| 41.95|18197.00|41274.00|84918.00|172298.00| Percent mode|   -0.04 %|
| 28.53| 32.42| 36.72| 41.32|144082.00|257102.00|409190.00|595364.00| 28.59| 32.50| 36.72| 41.32|144083.00|257103.00|409191.00|595365.00|  DSNR mode  | 0.048 dB|
| 28.53| 32.42| 36.72| 41.32|144082.00|257102.00|409190.00|595364.00| 28.59| 32.50| 36.72| 41.32|144083.00|257103.00|409191.00|595365.00| Percent mode|   -0.46 %|
| 28.79| 32.69| 37.00| 41.49|137295.00|241992.00|382126.00|550597.00| 28.84| 32.76| 37.00| 41.49|137296.00|241993.00|382127.00|550598.00|  DSNR mode  | 0.042 dB|
| 28.79| 32.69| 37.00| 41.49|137295.00|241992.00|382126.00|550597.00| 28.84| 32.76| 37.00| 41.49|137296.00|241993.00|382127.00|550598.00| Percent mode|   -0.39 %|
| 29.47| 33.07| 36.98| 41.32|113631.00|200952.00|326235.00|495665.00| 29.53| 33.16| 37.01| 41.32|113632.00|200953.00|326236.00|495666.00|  DSNR mode  | 0.058 dB|
| 29.47| 33.07| 36.98| 41.32|113631.00|200952.00|326235.00|495665.00| 29.53| 33.16| 37.01| 41.32|113632.00|200953.00|326236.00|495666.00| Percent mode|   -0.67 %|
| 34.59| 37.34| 39.87| 42.34|29901.00|51901.00|87685.00|153886.00| 34.65| 37.41| 39.88| 42.34|29902.00|51902.00|87686.00|153887.00|  DSNR mode  | 0.037 dB|
| 34.59| 37.34| 39.87| 42.34|29901.00|51901.00|87685.00|153886.00| 34.65| 37.41| 39.88| 42.34|29902.00|51902.00|87686.00|153887.00| Percent mode|   -0.80 %|
| 31.13| 34.53| 38.06| 41.76|81053.00|140056.00|227244.00|354941.00| 31.22| 34.64| 38.11| 41.76|81054.00|140057.00|227245.00|354942.00|  DSNR mode  | 0.075 dB|
| 31.13| 34.53| 38.06| 41.76|81053.00|140056.00|227244.00|354941.00| 31.22| 34.64| 38.11| 41.76|81054.00|140057.00|227245.00|354942.00| Percent mode|   -1.02 %|
| 29.42| 32.85| 36.92| 41.33|61740.00|146829.00|278092.00|443975.00| 29.44| 32.88| 36.92| 41.33|61741.00|146830.00|278093.00|443976.00|  DSNR mode  | 0.019 dB|
| 29.42| 32.85| 36.92| 41.33|61740.00|146829.00|278092.00|443975.00| 29.44| 32.88| 36.92| 41.33|61741.00|146830.00|278093.00|443976.00| Percent mode|   -0.26 %|
| 36.68| 38.87| 41.07| 43.21|13195.00|25260.00|48163.00|91879.00| 36.72| 38.90| 41.07| 43.21|13196.00|25261.00|48164.00|91880.00|  DSNR mode  | 0.016 dB|
| 36.68| 38.87| 41.07| 43.21|13195.00|25260.00|48163.00|91879.00| 36.72| 38.90| 41.07| 43.21|13196.00|25261.00|48164.00|91880.00| Percent mode|   -0.48 %|
|115372.00|201860.00|320913.00|480330.00|115373.00|201861.00|320914.00|480331.00|480331.00|480331.00|480331.00|480331.00|480331.00|480331.00|480331.00|480331.00|  DSNR mode  |  -nan dB|
|115372.00|201860.00|320913.00|480330.00|115373.00|201861.00|320914.00|480331.00|480331.00|480331.00|480331.00|480331.00|480331.00|480331.00|480331.00|480331.00| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  |-0.002 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|    0.04 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 38.56| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  | 0.010 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 38.56| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|   -0.15 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 38.56| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  | 0.010 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 38.56| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|   -0.15 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| 35.22| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  |-0.002 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|    0.04 %|
|1465.00|2381.00|3818.00|5939.00| 35.22| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00|5940.00|5940.00|5940.00|5940.00| Percent mode|    4.98 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.22| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|    0.04 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.25| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  | 0.001 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.25| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|   -0.02 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.25| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  | 0.001 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.25| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|   -0.02 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.25| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  | 0.001 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.25| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|   -0.02 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63|  DSNR mode  |  -nan dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| 44.63| Percent mode|    -nan %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.25| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  | 0.001 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.25| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|   -0.02 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.25| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  | 0.001 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.25| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|   -0.02 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.23| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  |-0.001 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.23| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|    0.02 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.23| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  |-0.001 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.23| 38.53| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|    0.02 %|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.29| 38.56| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00|  DSNR mode  | 0.018 dB|
| 35.22| 38.53| 41.70| 44.63|1465.00|2381.00|3818.00|5939.00| 35.29| 38.56| 41.70| 44.63|1466.00|2382.00|3819.00|5940.00| Percent mode|   -0.27 %|
